id,producto_base,foto_principal,fotos_adicionales,image_link,additional_image_link,title,description,price,link,brand,availability,condition,item_group_id,color,size
026,59,59.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/59.jpg,,"Manguera de aire Zeluga Z-Lite 1/4 x 100 pies, azul","💨 Manguera de aire Z-Lite 21-314 — se arrastra sola por la obra

Poliuretano de 1/4 por 100 pies con chaqueta exterior resistente y conexiones incluidas. Pesa una fracción de lo que pesa una manguera de hule del mismo largo y se enrolla sin pelear.

✅ 1/4 de pulgada por 100 pies
✅ Poliuretano ultraligero
✅ Chaqueta exterior resistente
✅ Conexiones reusables
✅ Estabilizada contra rayos UV

Color azul. Para compresores, clavadoras y pistolas de aire. 💪",45.00 USD,,Forza WorkGear,in stock,new,,,
027,61,61.jpg,"61.1.jpg, 61.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/61.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/61.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/61.2.jpg",Set de cinturón portaherramientas Zeluga en lona negra y cuero,"🧰 Set de cinturón portaherramientas Zeluga en lona negra — resistencia sin el peso del cuero

Dos bolsas en lona encerada negra con refuerzos y ribete de cuero color vino, porta martillo, porta cinta métrica de acero y cinturón de cuero con hebilla de acero.

✅ Lona encerada resistente al agua
✅ Refuerzos y ribete de cuero
✅ Porta martillo y porta cinta
✅ Cinturón de cuero con hebilla de acero
✅ Costura doble y remaches de tensión

Para uso rudo diario en construcción y remodelación. 💪",189.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/027.html,Forza WorkGear,in stock,new,,,
028,68,68.jpg,"68.1.jpg, 68.2.jpg, 68.3.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/68.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/68.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/68.2.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/68.3.jpg",Cinturón portaherramientas Zeluga de poliéster con tirantes,"🧰 Set portaherramientas Zeluga de poliéster — ligero, lavable y de alta visibilidad

Cinturón acolchado con ojales metálicos, dos bolsas con bolsillos ribeteados en naranja de alta visibilidad, porta martillo y tirantes acolchados desmontables. Encuentras la herramienta de un vistazo.

✅ Poliéster resistente y lavable
✅ Interiores naranja de alta visibilidad
✅ Tirantes acolchados desmontables
✅ Cinturón acolchado con ojales metálicos
✅ Porta martillo y bolsillos organizadores

Mucho más ligero que un set de cuero. 💪",135.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/028.html,Forza WorkGear,in stock,new,,,
029,79,79.jpg,79.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/79.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/79.1.jpg,Arnés de cuerpo completo Zeluga para trabajo en altura,"🦺 Arnés de cuerpo completo Zeluga — porque de altura no se regresa dos veces

Argolla dorsal en D, argollas laterales y frontal para posicionamiento, hombreras y cinturón acolchados que reparten la carga, y hebillas ajustables en piernas y pecho para que quede a tu medida.

✅ Argolla dorsal en D de acero
✅ Argollas laterales y frontal
✅ Hombreras y cinturón acolchados
✅ Ajuste en piernas y pecho
✅ Cintas de alta resistencia

Para trabajo en altura, andamio, torre y rescate. 💪",135.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/029.html,Forza WorkGear,in stock,new,,,
030-natural,81,81.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/81.jpg,,"Funda de cuero para electricista Zeluga 20-169, color natural","🧰 Funda de cuero para electricista Zeluga 20-169 — cuero natural que se cura con el uso

Cuero natural sin teñir con tapa protectora, múltiples bolsillos y divisiones para desarmadores y pinzas, porta cinta métrica de acero, gancho giratorio y presilla ancha para cinturón.

✅ Cuero natural de uso rudo
✅ Tapa protectora
✅ Múltiples compartimentos
✅ Porta cinta métrica de acero
✅ Gancho giratorio reforzado

Color natural, que se oscurece parejo conforme lo usas. 💪",50.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/030.html,Forza WorkGear,in stock,new,030,Natural,
030-cafe,81,81.2.jpg,81.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/81.2.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/81.1.jpg,"Funda de cuero para electricista Zeluga 20-169, color café","🧰 Funda de cuero para electricista Zeluga 20-169 — cuero café, listo para usarse

Cuero teñido color café con tapa protectora, múltiples bolsillos y divisiones para desarmadores y pinzas, porta cinta métrica de acero, gancho giratorio y presilla ancha para cinturón.

✅ Cuero genuino de uso rudo
✅ Tapa protectora
✅ Múltiples compartimentos
✅ Porta cinta métrica de acero
✅ Gancho giratorio reforzado

Color café, que no se marca tanto con el uso diario. 💪",50.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/030.html,Forza WorkGear,in stock,new,030,Café,
031,87,87.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/87.jpg,,"Rodilleras de trabajo Zeluga de concha dura, gris","🦵 Rodilleras de concha dura Zeluga — el día largo se siente corto

Concha exterior rígida con superficie antiderrapante y acolchado interno de alta densidad que no se aplasta con el uso. Correas ajustables con broche rápido que no aprietan la corva.

✅ Concha exterior rígida
✅ Acolchado de alta densidad
✅ Superficie antiderrapante
✅ Correas con broche rápido
✅ No se resbalan al caminar hincado

Para piso, teja, plomería y tablaroca. 💪",45.00 USD,,Forza WorkGear,in stock,new,,,
032,90,90.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/90.jpg,,Barredor magnético rodante Zeluga recoge clavos,"🧲 Barredor magnético rodante — un clavo menos es una llanta menos ponchada

Barra magnética montada sobre ruedas con mango largo: solo caminas y el imán levanta clavos, tornillos, grapas y rebaba metálica del piso. Estructura de acero naranja de alta visibilidad.

✅ Imán de alta potencia
✅ Ruedas para recorrer áreas grandes
✅ Mango largo, cero agacharse
✅ Estructura de acero
✅ Acabado naranja de alta visibilidad

Indispensable al terminar un retecho o una demolición. 💪",48.00 USD,,Forza WorkGear,in stock,new,,,
033,91,91.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/91.jpg,,Set de cinturón portaherramientas de cuero café Zeluga,"🧰 Set de cinturón portaherramientas de cuero café Zeluga — el equipo completo

Dos bolsas de cuero gamuza con tapa de cuero liso, porta martillo metálico, porta cinta métrica y cinturón ajustable. Múltiples bolsillos de distintos tamaños y remaches en cada punto de tensión.

✅ Cuero gamuza de uso rudo
✅ Tapas de cuero liso protectoras
✅ Porta martillo metálico
✅ Múltiples compartimentos
✅ Cinturón ajustable

Para carpintería, construcción y remodelación. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/033.html,Forza WorkGear,in stock,new,,,
034,92,92.jpg,"92.1.jpg, 92.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/92.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/92.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/92.2.jpg",Pala quita tejas dentada con mango tipo D,"🏠 Pala quita tejas dentada — levanta teja y clavo de un solo tirón

Cabeza de acero con dientes que atrapan la cabeza del clavo y punto de apoyo reforzado que hace palanca por ti. Mango con agarradera tipo D para jalar con las dos manos sin que se te resbale.

✅ Cabeza de acero dentada
✅ Punto de apoyo reforzado
✅ Agarradera tipo D
✅ Saca teja y clavos juntos
✅ Acabado naranja de alta visibilidad

La herramienta que hace rápido un retecho. 💪",65.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/034.html,Forza WorkGear,in stock,new,,,
